"Name"	"lods"	"F.p.value"
"DCT"	297.5783030196	"4.62387039283934e-135"
"DCT"	312.8809856564	"1.02895623894566e-141"
"216514_at"	279.0667784849	"5.166252783308e-127"
"PTMA"	378.0034727459	"5.06940516850219e-170"
"216516_at"	86.5198547586	"3.27379914216476e-43"
"216517_at"	-5.6596383092	0.0166105223
"216518_at"	234.3115099289	"1.4944134906021e-107"
"PROSC"	574.887662526	"1.37664023668458e-255"
"TPT1"	815.4844260182	0
"BRCC3"	-7.8779047098	0.2534087744
"OR2B6"	203.8752059562	"2.58739175594650e-94"
"216524_x_at"	74.3140774221	"6.93760019977094e-38"
"PMS2L3"	321.6538551315	"1.58013274943337e-145"
"HLA-C"	520.4354702375	"6.3543521358819e-232"
"216527_at"	3.159311029	"1.34370307519937e-06"
"216528_at"	265.2919372782	"5.04037178832071e-121"
"216529_at"	579.4788641038	"1.39164432443643e-257"
"216530_at"	34.8873009895	"1.22438228108567e-20"
"YY2"	292.5927789015	"6.79945797672996e-133"
"216532_x_at"	18.0446984833	"3.16226998550479e-13"
"PCCA"	62.3807566115	"1.12956602947111e-32"
"216534_at"	194.9676122865	"1.94071473141156e-90"
"216535_at"	356.2545461806	"1.43959980293049e-160"
"OR7E19P"	525.8909454143	"2.70515908498267e-234"
"SIGLEC7"	-1.6311417539	0.0002047447
"216538_at"	197.8686654307	"1.06137145193132e-91"
"ATXN3L"	595.19785395	"2.05199893234934e-264"
"TRD@"	423.1874166658	"1.16610665620386e-189"
"216541_x_at"	-3.6752382285	0.0018402741
"216542_x_at"	-8.5305060988	0.9850151181
"216543_at"	572.1488663609	"2.13340581792918e-254"
"RBMY2FP"	469.7469789498	"6.78876484304829e-210"
"216545_at"	479.0617652743	"6.07632808473391e-214"
"CHI3L1"	455.9824206455	"6.51372278929864e-204"
"216547_at"	28.3475970879	"9.1261773285583e-18"
"HMGB3L1"	4.6301404461	"2.92481992557783e-07"
"TBC1D22B"	127.4175341992	"4.90053322668411e-61"
"ANKRD12"	25.9009801049	"1.08756285063837e-16"
"PLCG1"	-4.265958558	0.003508804
"216552_x_at"	41.7160122365	"1.24068420521547e-23"
"216553_x_at"	388.3752466969	"1.57384068199197e-174"
"216554_s_at"	206.5406912148	"1.79207262870317e-95"
"C22orf30"	19.3147176714	"8.69188040567589e-14"
"216556_x_at"	19.9624365941	"4.50011268548842e-14"
"216557_x_at"	4.5251003839	"3.26065760155896e-07"
"216558_x_at"	-5.0984652401	0.0088223974
"216559_x_at"	82.9255803753	"1.21076388997103e-41"
"IGL@"	9.392042488	"2.17049093347942e-09"
"SOX5"	361.7399577207	"5.94203776637179e-163"
"216562_at"	24.0724048366	"6.94127423490557e-16"
"ANKRD12"	31.5266718069	"3.65835702735620e-19"
"216564_at"	126.7887306231	"9.207049250961e-61"
"216565_x_at"	187.9803197935	"2.12778914937693e-87"
"216566_at"	122.8406820319	"4.82844896851124e-59"
"216567_at"	17.7731687895	"4.16845028838544e-13"
"216568_x_at"	-6.0685322155	0.026547636
"216569_at"	27.782397971	"1.61737805779232e-17"
"RPL29"	376.2173642663	"3.02887795555781e-169"
"216571_at"	3.7959628169	"6.9396595691294e-07"
"FOXL1"	409.1224082841	"1.51231231665052e-183"
"IGL@"	63.4823959259	"3.72876715637116e-33"
"216574_s_at"	98.3461182876	"2.27944472433329e-48"
"216575_at"	100.7426903877	"2.05616788851706e-49"
"216576_x_at"	67.4535839749	"6.86760238807855e-35"
"216577_at"	317.5209894421	"9.89237132577071e-144"
"216578_at"	297.0230765053	"8.06101044835885e-135"
"GJB4"	301.8106544733	"6.68367930126821e-137"
"216580_at"	23.9866836172	"7.5716602690619e-16"
"216581_at"	-0.297258067	"4.98849486869152e-05"
"POM121L2"	224.1630766744	"3.87433312755453e-103"
"NHP2"	65.9586210064	"3.08879492124129e-34"
"216584_at"	118.6543979328	"3.21713928313383e-57"
"216585_at"	342.1721252032	"1.90327543522084e-154"
"216586_at"	5.3596754766	"1.37583006700783e-07"
"FZD8"	137.2433509347	"2.57709684865006e-65"
"216588_at"	19.7638478131	"5.50636721279663e-14"
"LOC390998"	155.0529097227	"4.54388161137015e-73"
"GNAT3"	152.835357359	"4.19501552483428e-72"
"216591_s_at"	94.4381122242	"1.15272885203539e-46"
"MAGEC3"	360.5523022433	"1.95057599701062e-162"
"PIGC"	4.0345217118	"5.41929647669302e-07"
"AKR1C1"	-8.2064045258	0.4208328602
"FAM186A"	522.2065603354	"1.079887356887e-232"
"DKFZP434L187"	-7.2793589196	0.113813299
"216597_at"	411.8232007479	"1.01349097402210e-184"
"CCL2"	11.8164432244	"1.81257547178574e-10"
"SLC22A6"	1.5276548273	"7.35300480049673e-06"
"ALDOB"	1.015224455	"1.25669895627268e-05"
"LOC90586"	-5.4900861462	0.0137040518
"FARSA"	61.2180703701	"3.63903713573987e-32"
"SLC7A8"	27.9079567923	"1.42428879622174e-17"
"SLC7A8"	-4.3151726601	0.0037037179
"CEACAM21"	149.5909850052	"1.08414483482915e-70"
"LYPLA2P1"	39.0109865663	"1.90211773803835e-22"
"CYP51A1"	5.3216659086	"1.43092255878334e-07"
"LOC26102"	70.8100744766	"2.34972322206974e-36"
"TXN"	1.8383407675	"5.31588681671305e-06"
"SLC6A2"	457.3922271584	"1.58901690122674e-204"
"SLC6A2"	7.3267241143	"1.81109491642549e-08"
"216612_x_at"	-1.6195047017	0.0002022261
"216613_at"	267.9420470865	"3.54947445506526e-122"
"216614_at"	12.1806210756	"1.24907291879582e-10"
"HTR3A"	333.9971645114	"6.80849176585987e-151"
"216616_at"	511.170914663	"6.75041071532698e-228"
"MAG"	85.712572636	"7.3655151946647e-43"
"216618_at"	525.2989625317	"4.89171122105353e-234"
"GTPBP10"	73.4141401532	"1.71425114706373e-37"
"ARHGEF10"	14.8616058868	"8.08915080765465e-12"
"216621_at"	118.2466333012	"4.84300919795788e-57"
"LAMB4"	512.3391675104	"2.09711337550066e-228"
"TOX3"	-7.7899897523	0.2237606542
"MLL"	110.1269073587	"1.67107314269874e-53"
"216625_at"	379.6812230439	"9.45653834158858e-171"
"216626_at"	3.3469662378	"1.10576734490970e-06"
"B4GALT1"	251.9238300763	"3.27593123828907e-115"
"216628_at"	307.051424182	"3.52098561864381e-139"
"SRRM2"	33.5819581391	"4.579567967855e-20"
"216630_at"	-2.9639714142	0.0008523186
"216631_s_at"	-4.9286277984	0.0072992625
"NAV3"	661.7493577461	"2.44716308659515e-293"
"PLCH1"	169.1744789737	"3.24417599751525e-79"
"PLCH1"	177.7541107472	"5.99116028159198e-83"
"216635_at"	439.5399241317	"9.11548335913037e-197"
"216636_at"	479.2326593295	"5.12120187513044e-214"
"216637_at"	375.1791070578	"8.56164714774915e-169"
"PRLR"	-8.4017179152	0.611702269
"SRPX2"	782.8148518438	0
"PDIA6"	180.4438094188	"4.04692990205855e-84"
"LAD1"	-7.2851335365	0.1146505623
"216642_at"	228.3304259085	"5.96628644832037e-105"
"216643_at"	532.21963373	"4.80649244124045e-237"
"216644_at"	10.7626332661	"5.32835704200165e-10"
"TCF3"	-3.6542412138	0.001798739
"DSCC1"	1.782182078	"5.63676350091441e-06"
"TCF3"	35.1241721915	"9.63775850396006e-21"
"RREB1"	371.0149894656	"5.52699341218238e-167"
"RREB1"	260.2882824635	"7.55363142476443e-119"
"216650_at"	-8.3523727678	0.5505642014
"GAD2"	101.3101169162	"1.16334204301839e-49"
"DR1"	57.9324232053	"9.933031580926e-31"
"DR1"	773.5805782905	0
"TNXB"	-7.7872828025	0.2229163174
"216655_s_at"	218.9404607669	"7.24002970647908e-101"
"216656_at"	105.7071925854	"1.40970969495890e-51"
"ATXN3"	282.5756760735	"1.54019771281309e-128"
"216658_at"	238.3077794634	"2.73222873412052e-109"
"LOC1720"	424.897113239	"2.10708125151318e-190"
"MYO7B"	58.2372877711	"7.30819939777962e-31"
"MUTYH"	279.2407922796	"4.34027548634372e-127"
"MYO7B"	112.7545377782	"1.19673794882112e-54"
"ZMYND10"	-2.6386743519	0.0006007276
"216664_at"	357.2482685311	"5.32482023141769e-161"
"TTTY2"	445.5186544776	"2.29824349846581e-199"
"LOC93432"	327.9503202584	"2.89461640579386e-148"
"216667_at"	186.496594625	"9.40774799138075e-87"
"216668_at"	298.3766724553	"2.07929827346810e-135"
"216669_at"	612.8667724879	"4.29869565867902e-272"
"KLK13"	16.5336861238	"1.47204815489095e-12"
"MUC8"	14.340746619	"1.37598317774558e-11"
"MYT1L"	393.1761790218	"1.28916538793439e-176"
"216673_at"	421.4432765657	"6.67984677415982e-189"
"HES2"	62.8688130667	"6.9128292115829e-33"
"216675_at"	44.860768708	"5.20130631037339e-25"
"KIR3DL3"	122.8363076937	"4.84968038221222e-59"
"ZNF154"	81.7420404623	"3.97603371444062e-41"
"IFT122"	118.4272703833	"4.0403525182786e-57"
"TIGD1L"	227.0803151696	"2.08643470673748e-104"
"EPHB4"	62.413969144	"1.09244385442372e-32"
"ENOX2"	383.0625568073	"3.20672377472912e-172"
"FAM48A"	9.6077221608	"1.73980330737193e-09"
"216683_at"	162.7692148775	"1.98967952185657e-76"
"SS18"	20.3386805547	"3.07047297945424e-14"
"MTAP"	11.2516417024	"3.23009648243175e-10"
"FLJ40330"	170.3006448812	"1.04955615281637e-79"
"UGT2B15"	296.590077555	"1.24347043463707e-134"
"LOC728564"	100.3241945922	"3.12962146867539e-49"
"ARHGAP1"	-7.5405747592	0.1595504129
"OR7C1"	219.1999283584	"5.58321352406326e-101"
"216691_at"	-8.4558213237	0.6989260595
"216692_at"	74.3325248181	"6.81014514895496e-38"
"HDGFRP3"	-5.4267539416	0.0127575243
"216694_at"	161.1452201143	"1.01301777959725e-75"
"TNKS"	80.1864349471	"1.89771773439787e-40"
"PRODH2"	-6.2346719673	0.0321965025
"TRIO"	13.8514023629	"2.26703751144796e-11"
"216698_x_at"	270.1721995164	"3.80610329381815e-123"
"KLK1"	30.5249182607	"1.00772703968073e-18"
"TRIO"	155.7931233044	"2.163806396961e-73"
"C1orf68"	-8.1873158918	0.4074831327
"216702_x_at"	123.9092427957	"1.65328222569731e-59"
"216703_at"	468.1192480277	"3.46094806986384e-209"
"216704_at"	65.4512067397	"5.14566195980028e-34"
"ADA"	109.1731545241	"4.35131577563206e-53"
"216706_x_at"	1.9044675298	"4.96147215368094e-06"
"216707_at"	62.0123815081	"1.63636179914628e-32"
"IGL@"	109.1215500032	"4.58257032559420e-53"
"216709_at"	709.3096538146	"5.22037451181793e-314"
"ZNF287"	-7.9689397395	0.2893803519
"TAF1"	26.3259340349	"7.07072873808982e-17"
"216712_at"	264.693691398	"9.17464208155683e-121"
"KRIT1"	-4.3563241851	0.0038751351
"CCL13"	375.694142425	"5.1132678668106e-169"
"216715_at"	24.9169535759	"2.94829965544687e-16"
"ABO"	234.6168042343	"1.10077445314963e-107"
"FAM48A"	381.4622441239	"1.59083054849089e-171"
"C1orf46"	436.6433439223	"1.65444494012556e-195"
"RAB11FIP4"	457.1428825716	"2.03935776157645e-204"
"216720_at"	391.4246437607	"7.44020214672127e-176"
"216721_at"	419.5494872951	"4.44463687094516e-188"
"VENTXP1"	298.5176846441	"1.80556139148698e-135"
"216723_at"	647.194719924	"5.17950687113868e-287"
"DCLK2"	309.5585014947	"2.86261900122969e-140"
"DCLK2"	35.1951730915	"8.97059941338751e-21"
"VENTXP1"	389.8450743972	"3.61510292142103e-175"
"STK38"	124.1297950406	"1.32518660067117e-59"
"216728_at"	521.5348523931	"2.11492033608255e-232"
"216729_at"	47.6708996161	"3.0602759356346e-26"
"216730_at"	191.6149410623	"5.5793161068821e-89"
"216731_s_at"	219.8818959921	"2.82008245475315e-101"
"216732_at"	448.4701343537	"1.19860127024634e-200"
"GATM"	11.8628602327	"1.72854921796802e-10"
"CXCR5"	19.6599560464	"6.1195427006287e-14"
"216735_x_at"	517.2246582768	"1.57924309671424e-230"
"TM6SF2"	-7.7784439674	0.2201857841
"216737_at"	57.109097558	"2.27520447709532e-30"
"216738_at"	252.3035609869	"2.23980130432966e-115"
"216739_at"	357.3006689035	"5.05275621475337e-161"
"216740_at"	263.9295287926	"1.97178743940426e-120"
"216741_at"	-4.26077111	0.0034888761
"216742_at"	50.867865236	"1.22088461404623e-27"
"216743_at"	462.5148716828	"9.43706562836939e-207"
"216744_at"	524.7002392879	"8.90549562814622e-234"
"216745_x_at"	-8.5305996515	0.9897259301
"216746_at"	264.4157700021	"1.21180835500143e-120"
"APBB2"	529.7369379862	"5.76467796973644e-236"
"PYHIN1"	177.2932216532	"9.50746234918013e-83"
"216749_at"	-0.8069386738	"8.54370776589293e-05"
"APBB2"	354.2349497642	"1.08666058374371e-159"
"216751_at"	46.2852187126	"1.23703173319934e-25"
"PIK3R4"	417.2848947587	"4.28613139869506e-187"
"216753_at"	560.8656207925	"1.70862576339277e-249"
"216754_at"	278.3865014088	"1.02082107896221e-126"
"OSBPL10"	11.3554903505	"2.90447534013912e-10"
"216756_at"	240.8340911827	"2.17703075673976e-110"
"216757_at"	204.2983360309	"1.69353948173852e-94"
"216758_at"	392.6783387232	"2.12171247752587e-176"
"HRASLS2"	32.202297978	"1.84742152790929e-19"
"HRASLS2"	130.5597222451	"2.09758757863145e-62"
"216761_at"	456.6862282291	"3.22073496031421e-204"
"KANK1"	359.4026558532	"6.16411378579525e-162"
"KANK1"	273.3897267835	"1.51880004266693e-124"
"216764_at"	379.564144146	"1.06321182937641e-170"
"MAP2K5"	164.2757504492	"4.39631563255531e-77"
"216766_at"	246.3231034447	"8.92989375436705e-113"
"216767_at"	308.0266350135	"1.32650846744522e-139"
"TTC38"	72.4112023398	"4.69822756759363e-37"
"216769_x_at"	-0.2888190545	"4.94431876492808e-05"
"216770_at"	240.3998976311	"3.36269138995387e-110"
"216771_at"	102.3896018231	"3.93691826185042e-50"
"216772_at"	573.7809042415	"4.16683698323579e-255"
"216773_at"	252.5490894087	"1.75162897059171e-115"
"216774_at"	227.3641757672	"1.57017155483800e-104"
"USP53"	165.5348531024	"1.24479378229170e-77"
"216776_at"	365.8144712674	"1.00673266379432e-164"
"216777_at"	627.0768826638	"2.86826123863216e-278"
"CYLC1"	233.6614115099	"2.86549366650880e-107"
"CYLC1"	161.7750153154	"5.38890240373877e-76"
"216780_at"	154.5402731322	"7.59583891361553e-73"
"KIAA1751"	165.1065059296	"1.91215505237421e-77"
"216782_at"	553.7956244072	"2.01921231384547e-246"
"216783_at"	496.3822299516	"1.80435864902918e-221"
"216784_at"	266.4176306899	"1.63303683983837e-121"
"216785_at"	397.9035325672	"1.13671913090604e-178"
"LOC159110"	789.1973473836	0
"216787_at"	173.0849792603	"6.44642337290952e-81"
"216788_at"	253.4279747021	"7.265450292952e-116"
"216789_at"	191.1962682615	"8.48659292234046e-89"
"216790_at"	597.3127757742	"2.47197819658564e-265"
"TMEM92"	25.1298651199	"2.37598853156755e-16"
"216792_at"	357.4019288028	"4.56577203299725e-161"
"216793_x_at"	295.4632057826	"3.84187949041190e-134"
"216794_at"	185.7139631197	"2.06066344331070e-86"
"216795_at"	523.3024231325	"3.60687210871237e-233"
"216796_s_at"	345.5352432749	"6.57085082859572e-156"
"216797_at"	-7.8366553441	0.2389396168
"RNH1"	496.5193247511	"1.57305138392571e-221"
"216799_at"	4.8304227379	"2.37751802050569e-07"
"216800_at"	463.7064439332	"2.86406684554351e-207"
"CROCC"	94.871587687	"7.45961817279687e-47"
"216802_at"	443.3706844716	"1.97202284959339e-198"
"PDLIM5"	375.2291560317	"8.14336045712452e-169"
"PDLIM5"	17.5451019764	"5.25730090404572e-13"
"216805_at"	-1.4945441341	0.0001770708
"216806_at"	138.493895768	"7.35516217771674e-66"
"KIAA1751"	405.7784311417	"4.2954745740094e-182"
"216808_at"	15.7440565438	"3.29044039767562e-12"
"CYLC1"	522.5602639217	"7.57989997748848e-233"
"KRTAP4-7"	590.9394307505	"1.45498887074286e-262"
"216811_at"	19.3165172292	"8.67599519539273e-14"
"216812_at"	267.3838868984	"6.20664939437619e-122"
"216813_at"	77.1797597081	"3.89372835078219e-39"
"216814_at"	476.4612930822	"8.19952039053201e-213"
"216815_at"	231.7039627119	"2.03472054472202e-106"
"216816_at"	59.1748538606	"2.84433611421983e-31"
"OR2H1"	414.4252406874	"7.49760294254443e-186"
"OR2J2"	394.825039173	"2.47548716770382e-177"
"LOC391081"	355.7776884937	"2.32014825948874e-160"
"216820_at"	446.1540870748	"1.21684422653354e-199"
"216821_at"	-2.8078330989	0.0007204638
"216822_x_at"	-8.4834416431	0.7586572245
"RPS3A"	-5.082071117	0.0086621545
"216824_at"	3.2891606561	"1.17417048962524e-06"
"MPL"	350.2994003421	"5.58162352727117e-158"
"216826_at"	357.9437047563	"2.65474877883475e-161"
"216827_at"	521.8217399397	"1.58714426909175e-232"
"216828_at"	580.7387914577	"3.94434862986027e-258"
"216829_at"	-2.1150492439	0.0003429229
"216830_at"	143.3664382859	"5.55938736108337e-68"
"RUNX1T1"	0.6857035641	"1.77496324041847e-05"
"RUNX1T1"	94.3905920652	"1.20905999264541e-46"
"216833_x_at"	198.0966381747	"8.44676117898023e-92"
"RGS1"	-8.1748911399	0.399125362
"DOK1"	77.0445744882	"4.46033365468239e-39"
"ERBB2"	87.1923303614	"1.66616312962335e-43"
"EPHA5"	93.6520234822	"2.53804318169302e-46"
"LOC92249"	382.5958601441	"5.11572380600481e-172"
"LAMA2"	328.3093753608	"2.02073687521783e-148"
"LAMA2"	-6.5030240057	0.0441251
"SOD2"	-8.325404284	0.5218694692
"216842_x_at"	-8.0608338725	0.3325674306
"PMS2L1"	303.1427137919	"1.76163950663398e-137"
"ZC3H7B"	479.9717374194	"2.44440962567893e-214"
"MLL2"	15.6699750385	"3.54844766837230e-12"
"216846_at"	186.9333276811	"6.07386860872567e-87"
"216847_at"	72.6512892365	"3.69075084127438e-37"
"216848_at"	55.0713538447	"1.77018024088851e-29"
"216849_at"	250.1760512459	"1.88520335246572e-114"
"SNRPN"	399.8583480408	"1.60706705554501e-179"
"IGL@"	102.2663604773	"4.45529740702095e-50"
"IGL@"	113.0088097359	"9.27266740842808e-55"
"216853_x_at"	2.4641660666	"2.76869452182308e-06"
"GDF11"	19.5382322879	"6.92542820099506e-14"
"HNRNPU"	40.2085526781	"5.67912770353957e-23"
"DLEU2"	35.7971878511	"4.88297413212934e-21"
"216857_at"	84.0441452263	"3.93595754928762e-42"
"216858_x_at"	93.8714165124	"2.03625442090509e-46"
"216859_x_at"	17.1319279387	"8.00560150912696e-13"
"GDF11"	32.1523778505	"1.94306732140042e-19"
"216861_at"	182.5971012896	"4.67928640253175e-85"
"MTCP1NB"	95.9746943804	"2.46456191899363e-47"
"MORC2"	45.7525590063	"2.1164232514554e-25"
"216864_at"	570.463372733	"1.15231538769414e-253"
"COL14A1"	325.7832186055	"2.53299229857392e-147"
"COL14A1"	101.7499338108	"7.48147761166674e-50"
"PDGFA"	113.5634072103	"5.31559731824992e-55"
"LOC100129656"	230.5798608049	"6.27174731595583e-106"
"PDE1C"	292.587917543	"6.83262842996208e-133"
"DLEU2"	23.9886798883	"7.55634779163278e-16"
"ZDHHC17"	286.6537127197	"2.59751727974048e-130"
"HR44"	290.05363245	"8.63757963097477e-132"
"ATP8B2"	-7.7549659613	0.2131243827
"DKFZp686O1327"	343.7086585035	"4.08883645195731e-155"
"HAB1"	32.9551431322	"8.62978511163604e-20"
"IL17A"	488.7538405461	"3.72859655958555e-218"
"DKFZp686O1327"	546.1970134645	"4.04988041945477e-243"
"HAB1"	13.7169746978	"2.60042842343461e-11"
"HR44"	99.9175315654	"4.70727743008958e-49"
"RAD51L1"	80.0808703677	"2.11006852941629e-40"
"PRB4"	299.0112359956	"1.10164810572997e-135"
"NEBL"	14.815853194	"8.47548669378393e-12"
"PDE6D"	-7.7349161797	0.2073062225
"PTPN12"	234.3277094929	"1.47036644962744e-107"
"DCAF8"	18.8278913887	"1.42580892647546e-13"
"CHRNA4"	131.72897931	"6.4937933472326e-63"
"LDB3"	125.3389025262	"3.94107015478618e-60"
"LDB3"	29.5625177956	"2.66833486110925e-18"
"HNF4A"	24.9886071022	"2.74174840015119e-16"
"216890_at"	195.3647537929	"1.30371952486546e-90"
"216891_at"	200.6708599382	"6.40941019795255e-93"
"IGHG1"	168.575702752	"5.9114019637122e-79"
"COL4A3"	103.8054127088	"9.50669723154504e-51"
"CDKN1C"	3.829793724	"6.70044722333062e-07"
"GABRG3"	521.8876766724	"1.48580274611081e-232"
"COL4A3"	103.4079924131	"1.41662436372915e-50"
"FAM76A"	164.0941452796	"5.27386052767296e-77"
"COL4A3"	229.0846197956	"2.80343906140856e-105"
"SKAP2"	24.4368794196	"4.79666154232165e-16"
"CHRNA4"	198.5656136113	"5.280414893441e-92"
"IKZF1"	8.1067102728	"8.1212815345839e-09"
"216902_s_at"	274.1889472548	"6.82343948383624e-125"
"CBARA1"	219.2387209462	"5.37045795257832e-101"
"COL6A1"	59.3592021411	"2.36267093911118e-31"
"ST14"	122.7448319272	"5.31569704141382e-59"
"ST14"	337.3025486363	"2.49019448623383e-152"
"216907_x_at"	303.3738951458	"1.39769922813905e-137"
"LOC730092"	3.5737413117	"8.73861186194863e-07"
"RRP12"	80.4254806961	"1.49252265687790e-40"
"XPNPEP2"	167.1010470339	"2.59099899460125e-78"
"HIC2"	-8.4446647957	0.6784419582
"ARHGEF4"	4.0465457583	"5.35219242298865e-07"
"RRP12"	111.2425755426	"5.45541896992676e-54"
"CDC25C"	284.7801958521	"1.69475859589836e-129"
"PTPN12"	2.5444323784	"2.5467428134155e-06"
"DLGAP2"	164.4606993085	"3.65253216714878e-77"
"SYCP1"	112.0305385255	"2.47442095775279e-54"
"DST"	16.5627078809	"1.42917920356611e-12"
"TP53I11"	59.1395185553	"2.94731104099479e-31"
"216920_s_at"	35.9027390227	"4.38911823940226e-21"
"KRT35"	439.6389029752	"8.25587138439124e-197"
"216922_x_at"	289.1751952556	"2.08115170953661e-131"
"216923_at"	91.1672805812	"3.07642719613584e-45"
"DRD2"	5.6871266282	"9.81130847708566e-08"
"TAL1"	10.4420240666	"7.39914735823803e-10"
"KIAA0892"	-8.4305498611	0.6546480977
"KIAA0892"	120.0478230416	"7.95116495463296e-58"
"TAL1"	38.9437394329	"2.0357253126002e-22"
"ABO"	86.0160296771	"5.43035070695934e-43"
"HNF1A"	500.9626836576	"1.84377267786861e-223"
"216931_at"	401.9487634131	"1.98372806398164e-180"
"216932_at"	230.8132394309	"4.96465853694321e-106"
"APC"	142.3011854769	"1.61745676235909e-67"
"216934_at"	19.328094803	"8.57448896413014e-14"
"C1orf46"	454.9725222145	"1.78949597416916e-203"
"216936_at"	302.9356898952	"2.16729620299916e-137"
"RS1"	171.5244235667	"3.07918415287911e-80"
"DRD2"	-6.146429924	0.029055315
"HTR4"	371.2168968538	"4.51574736557038e-167"
"216940_x_at"	48.6464870861	"1.14484481525272e-26"
"TAF1B"	24.2408555337	"5.85136325592632e-16"
"CD58"	0.1061442111	"3.26220986970917e-05"
"216943_at"	85.4528618157	"9.56085985099159e-43"
"ITPR1"	-7.2519517279	0.1099303032
"PASK"	85.6609880697	"7.75721399541318e-43"
"HLA-DOA"	-5.2968041225	0.0110199342
"DES"	212.8229813467	"3.31610114600277e-98"
"216948_at"	95.5398594058	"3.81358809829756e-47"
"PKD1"	-1.5506315423	0.0001879463
"216950_s_at"	66.555675803	"1.69430639134057e-34"
"FCGR1A"	409.5763730149	"9.6014867179785e-184"
"LMNB2"	67.2777640232	"8.19590954700837e-35"
"WT1"	3.1103302894	"1.41385020334952e-06"
"ATP5O"	96.3954325008	"1.61545755198666e-47"
"TAF1"	159.107489132	"7.80824617890645e-75"
"ITGA2B"	262.8455704712	"5.83695206188042e-120"
"USP22"	532.4891263976	"3.67037392417868e-237"
"IVD"	18.9916955945	"1.20706337673521e-13"
"NRCAM"	61.113636045	"4.04227075332724e-32"
"ZNF133"	24.3125138554	"5.44129017983792e-16"
"RPAIN"	588.1349721497	"2.40800156184193e-261"
"RPAIN"	344.8379645338	"1.32042459237105e-155"
"GAP43"	269.8212629947	"5.40840356185659e-123"
"USP22"	195.2885516805	"1.40713594041665e-90"
"SPG20"	313.2195920077	"7.33157471188224e-142"
"ITGA2B"	47.5230795896	"3.55194920536028e-26"
"GAP43"	602.7773157117	"1.04275717241827e-267"
"MASP2"	3.757950477	"7.2186699366568e-07"
"KIF22"	2.4441089488	"2.82712365138307e-06"
"RGS7"	431.9258828178	"1.85737613450095e-193"
"PLEC1"	74.3407108028	"6.75433999234603e-38"
"SPAM1"	626.4647721853	"5.29228669306266e-278"
"HOXB7"	0.8438726352	"1.50377090638941e-05"
"216974_at"	280.8697996672	"8.49678367494866e-128"
"NPAS1"	111.588577086	"3.85528942579189e-54"
"RYK"	51.4662191556	"6.68169543255207e-28"
"SNRPA1"	60.0020100194	"1.23722098903566e-31"
"216978_x_at"	605.025090764	"1.09978911434272e-268"
"NR4A3"	296.3885650664	"1.52139851237347e-134"
"SPN"	46.145792625	"1.42372382321211e-25"
"SPN"	124.4570730877	"9.54376256592432e-60"
"216982_x_at"	-6.4188074611	0.0399488854
"ZNF224"	-4.7608515537	0.0060576629
"216984_x_at"	-5.2059755734	0.0099512739
"STX3"	-2.7473355729	0.0006750961
"IRF4"	-8.4350111031	0.6619400795
"IRF4"	107.0401613257	"3.69984346444315e-52"
"PTP4A2"	512.8940303325	"1.20360894587570e-228"
"SPAM1"	577.8567262541	"7.05495428748143e-257"
"GART"	436.8265819198	"1.37725951111566e-195"
"ZNF224"	371.641736342	"2.95170344564271e-167"
"GRM8"	354.9222650551	"5.46185382675352e-160"
"COL11A2"	4.3458970887	"3.92527044731195e-07"
"RUNX2"	354.4783352412	"8.51730149521879e-160"
"MKRN2"	167.6695092474	"1.46577827644314e-78"
"FASTKD2"	-8.1227156073	0.3665815879
"TLE4"	248.847277304	"7.13152676189575e-114"
"ADAM5P"	448.6609782806	"9.90224240571113e-201"
"EPOR"	662.5247025685	"1.12638288225072e-293"
"KRT18P50"	54.259564633	"4.00893358355918e-29"
"HLA-DOA"	67.4239051394	"7.07567281948603e-35"
"HTR3A"	16.4874579623	"1.54300633361948e-12"
"ADAM5P"	567.2424897705	"2.89289259314066e-252"
"MCF2"	560.1807715841	"3.39058277268544e-249"
"LDLR"	328.6792444018	"1.39549369587698e-148"
"FASN"	-7.0545943245	0.0858992165
"ADAM15"	3.1085708127	"1.41643723735468e-06"
"GRM7"	358.4845461312	"1.54503801585278e-161"
"PGK2"	-7.619558941	0.1772356968
"CDC25C"	502.5224114284	"3.87139294509279e-224"
"GBX1"	23.2458109972	"1.60521802403694e-15"
"217012_at"	192.1294579436	"3.33219774211476e-89"
"AZGP1P1"	20.6488149044	"2.24070221838631e-14"
"217014_s_at"	119.6149445149	"1.22746643881717e-57"
"217015_at"	479.2043042465	"5.26859492478451e-214"
"TMEM212"	81.8243335081	"3.66052691774787e-41"
"OSBPL10"	366.2735016558	"6.3590728443084e-165"
"217018_at"	267.3688884322	"6.30055335635735e-122"
"217019_at"	20.5550016356	"2.46472825003425e-14"
"RARB"	277.8535431872	"1.74049318144204e-126"
"CYB5A"	133.449079312	"1.1571932889708e-63"
"217022_s_at"	106.6315975783	"5.57499232950026e-52"
"217023_x_at"	7.2191024399	"2.02319428777864e-08"
"SIRPA"	6.2304916288	"5.60132593092177e-08"
"DBN1"	177.801055118	"5.71588377929856e-83"
"CFTR"	363.2901116294	"1.25934917429426e-163"
"KPNB1"	86.9431876754	"2.13989561469736e-43"
"CXCR4"	60.9189350243	"4.91714569824877e-32"
"217029_at"	176.4327863918	"2.25155304751951e-82"
"217030_at"	259.2763786788	"2.08046357034702e-118"
"KRT84"	284.963405283	"1.41076126493173e-129"
