"Name"	"lods"	"F.p.value"
"LRRTM2"	506.9477651337	"4.62019143049213e-226"
"TIAM1"	96.31310834	"1.75464426800948e-47"
"NR0B2"	105.4681561715	"1.79189126132596e-51"
"ABL2"	-6.7406123778	0.0585846111
"FER"	55.8339637552	"8.21380257249239e-30"
"206413_s_at"	-3.3989994437	0.0013635922
"ASAP2"	-4.152742715	0.0030990352
"TLL1"	563.1608891681	"1.71850177491915e-250"
"ZNF205"	131.8986541125	"5.47778277140783e-63"
"CNGA1"	284.1023385758	"3.34057902076356e-129"
"NOX1"	149.2789445137	"1.48228102245233e-70"
"RORC"	67.1629174557	"9.19938372111487e-35"
"IGSF6"	11.7668011674	"1.90697006389718e-10"
"SERPINB7"	123.6360968871	"2.17433738908999e-59"
"GCG"	479.8102954595	"2.87299893411197e-214"
"ANGPTL7"	182.6903046295	"4.26211652337902e-85"
"CYP26A1"	253.5821864447	"6.22593265485332e-116"
"TRPC3"	603.7323350515	"4.0099215071022e-268"
"MLANA"	282.5644748646	"1.55756614007619e-128"
"MLANA"	111.2685028363	"5.31532911137435e-54"
"ZNF143"	102.8500990018	"2.47987731929318e-50"
"F2RL1"	397.3315896644	"2.01482140624950e-178"
"CDX1"	43.4711211337	"2.11226258659718e-24"
"TBC1D9B"	335.6317975287	"1.32583791609467e-151"
"HAS2"	246.194843404	"1.01536458267050e-112"
"SPOCK3"	186.5981065172	"8.49803059153966e-87"
"SPOCK3"	373.0885998723	"6.93734447013716e-168"
"B4GALNT1"	45.7034801006	"2.22378305841245e-25"
"MPPED1"	11.7202809787	"1.99989042109687e-10"
"S1PR4"	-2.9805060139	0.0008676389
"TCTN2"	6.6058048431	"3.80451000349354e-08"
"EPYC"	30.6284951681	"9.0747943502314e-19"
"LIN7A"	80.7559611162	"1.07081401174852e-40"
"COMMD4"	352.011845171	"1.00556340485521e-158"
"SEMG1"	581.0221855167	"2.97039892059277e-258"
"RORB"	318.3229826067	"4.43263815613149e-144"
"PDE1B"	15.2538018497	"5.42311764773692e-12"
"PRMT1"	397.0727862445	"2.61047953194446e-178"
"206446_s_at"	173.7930702261	"3.17087650916702e-81"
"206447_at"	151.6230536011	"1.41406341001998e-71"
"ZNF365"	158.6732513032	"1.20659729665287e-74"
"MASP1"	540.808438082	"8.89707091165854e-241"
"DBH"	432.3220331807	"1.24947979613028e-193"
"TBCCD1"	-8.5153311077	0.8609648327
"PPP2R4"	364.3534969003	"4.34447147876836e-164"
"NDRG2"	5.694454395	"9.73738068397001e-08"
"RHO"	203.4155627585	"4.10028075917285e-94"
"RHO"	289.9155063884	"9.9184547823677e-132"
"GABRA5"	273.84677234	"9.61123498867592e-125"
"DIO1"	-6.8247467664	0.0648462286
"WNT2B"	355.4558751858	"3.20182262594925e-160"
"WNT2B"	272.7058815266	"3.01185726875021e-124"
"AJAP1"	343.6132428645	"4.49857564196643e-155"
"MT1H"	103.9971234911	"7.84275980335978e-51"
"NTRK3"	73.7185218083	"1.26239323676291e-37"
"DHRS2"	22.4837149554	"3.47809633315297e-15"
"BMX"	263.1094042918	"4.48193773366894e-120"
"ACSBG1"	118.689222696	"3.10669285214005e-57"
"ACSBG1"	422.5204885944	"2.27297445847850e-189"
"206467_x_at"	131.1567600429	"1.15266507376287e-62"
"METTL13"	4.1878636475	"4.62324854344124e-07"
"AKR7A3"	18.0414091237	"3.17286961480969e-13"
"PLXNC1"	15.3813497724	"4.76196366416289e-12"
"PLXNC1"	144.7217456992	"1.42872095975927e-68"
"TLE3"	-2.0356122408	0.0003150387
"MBTPS2"	7.2470687502	"1.96579629310249e-08"
"PCTK2"	173.4655336215	"4.40263667767587e-81"
"CSH1"	284.1630058089	"3.14373006976338e-129"
"NOVA2"	-8.4168183431	0.6333620298
"NOVA2"	-6.8785203687	0.0692194999
"KIAA0125"	250.9038904337	"9.09610726067535e-115"
"TRPM1"	463.2089386339	"4.71191501478587e-207"
"LTC4S"	90.0513359031	"9.43474405764811e-45"
"LDB2"	17.5561111847	"5.19872982014035e-13"
"PTK6"	-2.4935961303	0.0005141522
"LRRC6"	-5.4323669846	0.0128386303
"XPNPEP2"	66.1627564559	"2.51547484550111e-34"
"CD5"	71.6368232074	"1.02336876280414e-36"
"LAG3"	34.951077412	"1.14797075053537e-20"
"UNC84A"	36.148418306	"3.42450662044706e-21"
"CD36"	0.9135671839	"1.39787825912053e-05"
"DLGAP1"	203.3994738232	"4.16689474354188e-94"
"DLGAP1"	191.7551351382	"4.848269818405e-89"
"NAPA"	359.129184113	"8.10473205290273e-162"
"FHIT"	90.0617066073	"9.33699552782127e-45"
"ITGA2B"	9.6403734424	"1.68252144455077e-09"
"ITGA2B"	103.9803805446	"7.97565974761026e-51"
"HINFP"	62.7686291853	"7.6459292394123e-33"
"FMO3"	37.5562143607	"8.2626269834654e-22"
"C7orf44"	76.6706892982	"6.49460238326675e-39"
"OCA2"	374.1791199001	"2.32916262445653e-168"
"206499_s_at"	70.5227031403	"3.1368763338527e-36"
"C14orf106"	0.5413464464	"2.06517089401698e-05"
"ETV1"	420.7745413389	"1.30439411961915e-188"
"INSM1"	17.5178858053	"5.40494580239389e-13"
"PML"	145.5858847363	"6.00790777171067e-69"
"CYP24A1"	400.1620517121	"1.18586667619642e-179"
"UGT2B4"	1.6646607792	"6.37256910301732e-06"
"SUPT3H"	9.3080739629	"2.36571776522881e-09"
"ZSCAN12"	309.4422524655	"3.21588283478747e-140"
"CD70"	95.4840036251	"4.03355458522431e-47"
"PIP"	1.5297973558	"7.33656328275968e-06"
"SIX2"	-7.8308760612	0.2369937252
"SIX2"	25.0241929361	"2.64461221765216e-16"
"ZRSR1"	193.2769474875	"1.05559814510101e-89"
"AIM2"	55.7220515339	"9.19346565429811e-30"
"206514_s_at"	76.5552001999	"7.29389545680042e-39"
"CYP4F3"	288.9770218283	"2.53782895463686e-131"
"AMH"	124.7354292134	"7.21893046064287e-60"
"CDH16"	1.0739202772	"1.18179836084355e-05"
"RGS9"	0.0335198607	"3.52119069901775e-05"
"SIGLEC6"	146.0579927296	"3.74267543425666e-69"
"SIGLEC6"	223.3147343947	"9.06090034171774e-103"
"GTF2A1"	80.9741777634	"8.59994406389526e-41"
"206522_at"	22.3535353132	"3.96931644929561e-15"
"CYTH3"	94.1160262537	"1.59283351408880e-46"
"T"	54.2633483324	"3.99368764573073e-29"
"GABRR1"	305.3261530768	"1.98014343107907e-138"
"RIBC2"	116.6084866927	"2.50499441962583e-56"
"ABAT"	165.0501910518	"2.02317111235659e-77"
"TRPC6"	605.5164477335	"6.72616529719096e-269"
"SLC26A4"	89.5606096401	"1.54437618335246e-44"
"RAB30"	154.63210791	"6.92787866048713e-73"
"DPF1"	96.1979364151	"1.96972017450125e-47"
"SMARCB1"	624.7454051819	"2.95722034861311e-277"
"CHRNA5"	412.2337367686	"6.72036141560202e-185"
"GRIN2A"	208.7428334961	"1.97437363462989e-96"
"SLC2A2"	475.5933578656	"1.95428301009975e-212"
"XIAP"	124.1077466295	"1.35481825096055e-59"
"XIAP"	451.3081947593	"7.00243407738861e-202"
"MRAS"	34.049429896	"2.85516752285232e-20"
"CYP4F12"	148.8014798356	"2.39216348883070e-70"
"GLB1L"	5.9481720464	"7.49446405511794e-08"
"KLKB1"	8.1315136424	"7.91690516103067e-09"
"SMARCA2"	8.3266557253	"6.47863373497285e-09"
"SMARCA2"	14.4283536085	"1.25834926185641e-11"
"SMARCA2"	49.849404145	"3.40654513673947e-27"
"CD28"	-1.0292880207	0.0001081001
"SYCP2"	-7.7826865043	0.2214913854
"PPEF1"	72.1248011083	"6.26579405977756e-37"
"206548_at"	4.0505319443	"5.3301306020203e-07"
"INSL4"	174.7381445324	"1.23003268595227e-81"
"NUP155"	-8.2095827435	0.4231185073
"KLHL24"	135.5780098644	"1.36871193529262e-64"
"TAC1"	178.9783623014	"1.75707249175877e-83"
"OAS2"	38.0925410386	"4.80760826739182e-22"
"SETMAR"	7.2228212825	"2.01546601685611e-08"
"THUMPD1"	32.6070202467	"1.22701052763563e-19"
"CLUL1"	48.6071405247	"1.19115257514671e-26"
"ZNF702P"	167.5230589093	"1.69747876871081e-78"
"SIM2"	-4.2097130177	0.0032987677
"EEF1A1"	489.5809417349	"1.62965216905175e-218"
"MIA"	-8.463572753	0.7142160862
"AKR1B10"	61.0564954203	"4.28150701562421e-32"
"CSNK1A1"	109.4739393717	"3.21768492171492e-53"
"OPRL1"	84.067527724	"3.84458427686166e-42"
"OPRL1"	91.9306236654	"1.42940128629441e-45"
"SMA4"	-1.9695026135	0.0002935828
"SLC7A1"	228.7993511662	"3.7304355398324e-105"
"PHF20"	60.6183245504	"6.65408330837639e-32"
"TNP1"	316.4612423828	"2.85752078912947e-143"
"IL24"	136.818700491	"3.94497613201257e-65"
"PSG11"	282.6681113566	"1.40406685417537e-128"
"MAP4K4"	112.151395996	"2.19184977095565e-54"
"ZNF85"	30.1738090164	"1.43751461788448e-18"
"KCNQ3"	268.5842334364	"1.86610660343652e-122"
"PTP4A3"	118.355681081	"4.3411788511307e-57"
"CDKL5"	51.8730125769	"4.43527896776906e-28"
"CEACAM1"	64.3699711263	"1.52681724867342e-33"
"VIP"	504.0744734818	"8.19141384659624e-225"
"NKX2-5"	-4.4795200216	0.0044381639
"ZNF192"	643.0692844771	"3.21542686012974e-285"
"EFEMP2"	32.9014568802	"9.1110984265151e-20"
"BNC1"	468.2366300124	"3.07738187283852e-209"
"GPR56"	-8.4517806056	0.691314677
"ZNF673"	69.9803197422	"5.41173673931922e-36"
"LY96"	21.738847103	"7.40759088557475e-15"
"MKRN3"	525.7108711	"3.23929682668644e-234"
"CNR2"	229.1613204587	"2.59616732135057e-105"
"CCT6B"	-6.9817334788	0.0785241443
"DAZL"	280.6908818122	"1.01635286281335e-127"
"GFI1"	310.221669227	"1.47389522326478e-140"
"DRD2"	-6.3656953282	0.0375302612
"RAG1"	587.9414749969	"2.92246384226425e-261"
"AP3D1"	426.7819169264	"3.19537754651078e-191"
"MED22"	147.9922294919	"5.3838831001311e-70"
"PASK"	227.4911097591	"1.38274022398258e-104"
"CST6"	10.7735000155	"5.26940266864816e-10"
"NRL"	2.0708696047	"4.17098588420864e-06"
"NRL"	78.7341572676	"8.16553478719754e-40"
"INS"	66.8732051992	"1.23111496447251e-34"
"206599_at"	91.7879768568	"1.64953391291781e-45"
"206600_s_at"	-8.3460310782	0.5435609642
"HOXD3"	372.2345603579	"1.63080276346217e-167"
"HOXD3"	316.2098949319	"3.6749751157691e-143"
"SLC2A4"	32.0079646396	"2.24857303339133e-19"
"OVOL1"	20.5101476883	"2.57962581815392e-14"
"P11"	241.7890121898	"8.36738431593815e-111"
"LIPC"	347.873932625	"6.3248179757632e-157"
"CBL"	211.2940528733	"1.53348775627088e-97"
"RPGRIP1"	450.1324247485	"2.27112078681546e-201"
"MAGEC1"	324.2727027171	"1.14884546401523e-146"
"F11"	-4.9948507135	0.0078583288
"C2orf27A"	33.0489394316	"7.84910038027127e-20"
"CACNG1"	111.7313574328	"3.34072373509069e-54"
"TAF1A"	-0.8212259266	"8.6737622211597e-05"
"GDF5"	168.6896421446	"5.27356305934866e-79"
"ADAM22"	311.7183384401	"3.29478157914856e-141"
"ADAM22"	551.4117902982	"2.19364603725599e-245"
"RENBP"	88.1044776577	"6.6658335705174e-44"
"IL18R1"	393.0542221356	"1.45651554643591e-176"
"DKK4"	14.9451772831	"7.42839648183841e-12"
"GRAP"	-5.6480706087	0.0163933865
"EIF4H"	605.6520791549	"5.87249455055222e-269"
"TRH"	0.962664409	"1.32780773890721e-05"
"PDE6A"	244.8287823318	"3.98727491221331e-112"
"USP9Y"	206.7221319414	"1.49426832422071e-95"
"PRPH2"	103.5331327654	"1.24942168428622e-50"
"SSX1"	238.3696941339	"2.56797696819838e-109"
"SSX1"	170.3615660037	"9.87400866749802e-80"
"SLC5A1"	21.3206149248	"1.13262512574061e-14"
"ADAMTSL2"	71.601614988	"1.06024129892511e-36"
"TYR"	124.7400434294	"7.18559935910977e-60"
"PTGER2"	82.6444422976	"1.60590435124859e-41"
"APOBEC3B"	-8.4081023394	0.6206565517
"CHRNA1"	155.8883360877	"1.96685975834335e-73"
"SIX3"	184.5174313639	"6.83316429584943e-86"
"CHRNB2"	133.3711191634	"1.25128544470926e-63"
"RASA2"	-1.3680255554	0.0001548082
"P2RY14"	-4.1102644768	0.0029581424
"HTR2B"	21.1534295469	"1.34218880235666e-14"
"HTN1"	271.2271052056	"1.32374794018895e-123"
"206640_x_at"	30.2491566075	"1.33200189727889e-18"
"TNFRSF17"	-7.7572377098	0.2137957506
"DSG1"	7.3626377471	"1.74539338555806e-08"
"HAL"	457.8146000249	"1.04127573196766e-204"
"NR0B1"	475.4654392415	"2.22116118256078e-212"
"NR0B1"	28.5736134753	"7.25974362474071e-18"
"GLI1"	147.4814501266	"8.983896262486e-70"
"HBZ"	215.4702783614	"2.33953490103204e-99"
"ZNF571"	176.9922372176	"1.28539678569401e-82"
"TFE3"	32.058930617	"2.13562481789467e-19"
"IQCC"	-7.3449796622	0.1237401565
"CPB2"	449.086717868	"6.46705070969116e-201"
"ZMYM5"	12.0048391608	"1.49497381369454e-10"
"POLR3G"	63.2476760558	"4.72192154395794e-33"
"POLR3G"	32.7863169743	"1.02358443770206e-19"
"206655_s_at"	1.4680302163	"7.82569921995791e-06"
"C20orf3"	156.4899671615	"1.07619763205862e-73"
"MYOD1"	177.4740704045	"7.93174972745382e-83"
"UPK3B"	19.5217425602	"7.04247520753114e-14"
"206659_at"	11.3641923133	"2.8787304426263e-10"
"IGLL1"	10.4119533162	"7.63059263438145e-10"
"DBF4B"	356.8797105353	"7.70024026680935e-161"
"GLRX"	24.4710962789	"4.63311013478964e-16"
"SP4"	386.9713044331	"6.4145509315927e-174"
"SI"	371.046123345	"5.35743071422985e-167"
"BCL2L1"	-2.1014860045	0.0003379915
"GZMK"	-8.437971941	0.6668921736
"SCAMP1"	25.9233377041	"1.06320178628993e-16"
"SCAMP1"	35.2459380625	"8.52209893380328e-21"
"GAD1"	26.9544216263	"3.74084690938228e-17"
"GAD1"	86.0514214849	"5.24069955090827e-43"
"SAG"	56.8491070928	"2.95589468174972e-30"
"AQP2"	297.4732039183	"5.13685461972396e-135"
"GPR176"	259.227537586	"2.18472946641797e-118"
"FLT3"	186.7486719947	"7.30815922817872e-87"
"SKIL"	-8.3951085389	0.6027215172
"CEACAM8"	257.8142061876	"8.99411729411381e-118"
"KRT31"	59.576651034	"1.89827637085302e-31"
"GABRA1"	299.1282877443	"9.79840082619176e-136"
"APBA1"	301.454898183	"9.54283394086057e-137"
"CD5L"	495.2310734645	"5.70957087879624e-221"
"GP2"	-4.4772663709	0.0044271505
"CLEC10A"	-6.7131910747	0.0566854177
"ZNF165"	-6.1988994538	0.0308824407
"ATF7"	273.9079519664	"9.04021162711668e-125"
"HCG4"	99.1909905387	"9.76114113908057e-49"
"PDK1"	85.1555699926	"1.28880354824813e-42"
"PTPN6"	93.7307182257	"2.34522127454453e-46"
"CPSF4"	115.8510518871	"5.35562818345362e-56"
"KAT5"	167.5704136565	"1.61880771052534e-78"
"ACCN1"	150.6942351437	"3.58761955886574e-71"
"PDIA2"	213.4489744483	"1.77148005487929e-98"
"KCNJ10"	459.1287520488	"2.79535614760801e-205"
"IL7"	245.0460697379	"3.20763403492956e-112"
"PNLIPRP1"	258.2917173597	"5.57597893996784e-118"
"ZNF43"	-6.2201664068	0.0316567624
"GPR143"	127.3368519298	"5.31354636517795e-61"
"206697_s_at"	16.9484121782	"9.6500215913984e-13"
"XK"	331.3749000432	"9.39578980803227e-150"
"NPAS1"	-7.0072723443	0.0810283417
"KDM5D"	308.3255277631	"9.8349564540118e-140"
"EDNRB"	135.8188077352	"1.07511198093995e-64"
"TEK"	26.9142941578	"3.89602286605222e-17"
"CHRNB1"	9.9611240483	"1.21105691035731e-09"
"CLCN5"	215.7548583244	"1.75932884290672e-99"
"TULP1"	262.6939797797	"6.7936147767538e-120"
"NTF3"	31.9091949606	"2.48475328119692e-19"
"FAM65B"	104.9163287628	"3.117628675886e-51"
"FOXN2"	43.4946551024	"2.06271545296812e-24"
"GPT"	207.9206709675	"4.49847785360934e-96"
"EPB41L3"	-8.0671961287	0.3358624148
"CXorf1"	613.5418853247	"2.18742814465802e-272"
"GRTP1"	7.4763305179	"1.55273245023205e-08"
"NTNG1"	255.9230927422	"5.97423165102191e-117"
"ALOX15B"	13.6980916476	"2.65103559684106e-11"
"TFEC"	4.2251811322	"4.44795698437964e-07"
"UMOD"	8.9224884032	"3.51385628716282e-09"
"MYH8"	303.6379541078	"1.07304361675143e-137"
"LMO1"	332.7371135257	"2.40317983838074e-150"
"SYNGR4"	191.7807120115	"4.72562299050792e-89"
"MGAT5"	81.0695703058	"7.81396863403092e-41"
"C1orf114"	371.248096853	"4.37691910763517e-167"
"LPAR2"	-6.5521419011	0.0467706955
"LPAR2"	130.4980973307	"2.23130373285037e-62"
"CBX4"	25.9045387403	"1.08364828602185e-16"
"BMP1"	-4.015730333	0.0026674778
"HPGDS"	58.1190170827	"8.23212305804213e-31"
"C9"	256.0155873914	"5.44580234062358e-117"
"ECE2"	81.254422144	"6.48953157390873e-41"
"TNFRSF8"	43.3418330857	"2.40647145034507e-24"
"GRIA3"	314.3924294151	"2.26641994830260e-142"
"CNKSR2"	427.1713694507	"2.16402115386670e-191"
"SLITRK3"	377.1839961427	"1.15116830470190e-169"
"TULP2"	127.9413637892	"2.89795272112857e-61"
"JRKL"	-6.1625332019	0.0296037779
"CHRNA4"	-5.4216483595	0.0126842082
"CHRNA4"	82.350840194	"2.15685056069392e-41"
"WNT11"	39.6352128903	"1.01295546101235e-22"
"APOC4"	64.9502611818	"8.51681852621166e-34"
"HOXC5"	9.8494840655	"1.35787283143592e-09"
"SYCP1"	391.2562946211	"8.80552089127132e-176"
"C3orf32"	198.0226997192	"9.09612354129699e-92"
"FIGF"	238.5201488198	"2.20881975279171e-109"
"ASGR1"	71.5964282611	"1.06578435660910e-36"
"ZMYM5"	590.4007774983	"2.49433361042147e-262"
"HOXC11"	72.2713490144	"5.40746024277837e-37"
"BFSP1"	245.3019305823	"2.48267151255896e-112"
"GPRIN2"	119.2272802063	"1.81089558917891e-57"
"SPAG9"	62.8398071642	"7.11753568816533e-33"
"CD1B"	403.8472576573	"2.96720148994709e-181"
"MAFK"	6.8048043007	"3.09937593077638e-08"
"PCYT1B"	564.5788078209	"4.15851931563555e-251"
"DFFB"	0.5378495743	"2.07276314497778e-05"
"RDH16"	248.7684446072	"7.71726619857322e-114"
"206754_s_at"	-0.39966236	"5.55727109967975e-05"
"CYP2B6"	298.7141193341	"1.48324555433218e-135"
"CHST7"	12.550520728	"8.55858195810021e-11"
"PDE5A"	311.5812594799	"3.77935923512938e-141"
"EDN2"	-7.0250801195	0.0828253687
"FCER2"	1.596471231	"6.8429487202379e-06"
"FCER2"	146.3894228606	"2.68465800210648e-69"
"CD96"	278.2358322352	"1.18702097677991e-126"
"KCNA5"	354.8287558269	"5.99771045384927e-160"
"FKBP6"	10.8446277619	"4.89931967425441e-10"
"MPPE1"	137.7783847416	"1.50713879809441e-65"
"KCNJ2"	199.2157702433	"2.75313066703767e-92"
"ITGA10"	247.5602936309	"2.58725229955914e-113"
"RBMS3"	156.0391263493	"1.69097156854374e-73"
"RPL3L"	237.4307225636	"6.57566376079387e-109"
"TMSB4Y"	33.5525766905	"4.71761072924132e-20"
"SLC35A3"	73.7695411609	"1.19928419602432e-37"
"UPK3A"	111.742623502	"3.30317356518230e-54"
"PTH2R"	124.3066073393	"1.10983928621522e-59"
"LY6H"	5.8124945335	"8.62056822509387e-08"
"FRMPD1"	218.7903104643	"8.41489557094858e-101"
"CUBN"	80.0456374806	"2.18610546909601e-40"
"ACRV1"	270.6028002101	"2.47317104330874e-123"
"206777_s_at"	83.2688632142	"8.5760684959547e-42"
"CRYBB2"	89.4980652061	"1.64449022657673e-44"
"ASMT"	407.0572998858	"1.19449524594885e-182"
"GAD2"	240.2000357544	"4.10774332521648e-110"
"DNAJC4"	-8.1920243498	0.4107172995
"DNAJC4"	229.8176316944	"1.34552697062367e-105"
"FGF4"	187.8328941947	"2.46644703328934e-87"
"AQP8"	147.9060971359	"5.86939598622897e-70"
"206785_s_at"	45.9422161721	"1.74807495650567e-25"
"HTN3"	457.8870541697	"9.6845013396757e-205"
"BRDT"	523.7350531652	"2.33945864824789e-233"
"CBFB"	31.1480448324	"5.36532791257231e-19"
"POU2F1"	13.2285843572	"4.28144325501263e-11"
"NDUFB1"	264.5348169667	"1.07564839596388e-120"
"PDE4C"	32.047738403	"2.15993192875045e-19"
"PDE4C"	156.6904259213	"8.80310364118074e-74"
"PNMT"	1.8431719912	"5.289154030818e-06"
"ERBB4"	5.7540344825	"9.15664492340653e-08"
"F2RL2"	304.504298565	"4.50801886577400e-138"
"WISP1"	-8.527551139	0.9369496065
"NAT2"	141.3933130347	"4.01905423578106e-67"
"DLEC1"	94.3396198489	"1.27254697364439e-46"
"SCGB1D2"	-8.4731222786	0.7344998934
"MTHFR"	276.6648849946	"5.72118880932898e-126"
"NPPB"	172.2393458669	"1.5042380541628e-80"
"PAX5"	101.1897873104	"1.31268564617117e-49"
"PDYN"	175.9554847072	"3.63229751503913e-82"
"CD3G"	189.058464305	"7.22509457083273e-88"
"SEMA3A"	86.53828316	"3.21375973365578e-43"
"DGKI"	404.0564169927	"2.40680599962638e-181"
"ADD2"	137.7009487289	"1.62881649805867e-65"
"HNRNPA3P1"	143.4036781343	"5.3556609430368e-68"
"206809_s_at"	-2.115183975	0.0003429722
"ZNF44"	527.228949351	"7.09110429273408e-235"
"ADCY8"	85.349376519	"1.06081794131635e-42"
"ADRB3"	538.0001962649	"1.47799197160523e-239"
"CTF1"	122.3386565703	"7.98900286377275e-59"
"NGF"	11.201386484	"3.40055376347415e-10"
"SPAG8"	438.6517874618	"2.21701833025014e-196"
"SPAG8"	-1.2817502169	0.0001412646
"TNRC4"	-7.6446979161	0.1833303602
"CNNM2"	17.1210908583	"8.09440390210554e-13"
"POM121L9P"	337.7646035717	"1.56813584080324e-152"
"AGFG2"	41.5482856535	"1.46945168383752e-23"
"AGFG2"	151.0794050529	"2.43854974395942e-71"
"L3MBTL"	21.8486537319	"6.62623679669324e-15"
"L3MBTL"	-2.9325247541	0.0008239316
"CES4"	-6.5790610162	0.0482910717
"OXTR"	21.2022901546	"1.27722028397754e-14"
"PMP2"	143.4398294686	"5.16503363866146e-68"
"TRPV6"	-3.9520376708	0.0024881527
"TXK"	290.5598057405	"5.20388268353349e-132"
"ZNF430"	34.1963945043	"2.46109207761537e-20"
"SLC4A10"	110.0503478849	"1.80450440164557e-53"
"ARSD"	44.9307476353	"4.84693256060829e-25"
"SEMA3F"	105.9944422565	"1.05666079643741e-51"
"ACYP2"	-5.6338708548	0.01613084
"HBD"	395.8044991442	"9.28873637656873e-178"
"STATH"	495.1965518933	"5.91025455853997e-221"
"SLC6A3"	-8.4339637747	0.6602102537
"ALX1"	374.2689444519	"2.12891198996533e-168"
"TBX19"	381.1333092541	"2.21102139445784e-171"
"C22orf31"	154.5109424341	"7.82245992471754e-73"
"AFM"	103.4147127109	"1.40710168795918e-50"
"PDE6H"	594.3550757022	"4.76917532245465e-264"
"KCND1"	91.4999360244	"2.20279832058722e-45"
"CRYBA4"	-7.1341214788	0.0948141451
"FBP2"	122.9397566074	"4.37170247700946e-59"
"RNF40"	213.4117882657	"1.83870176464190e-98"
"HDAC6"	-6.1792623893	0.0301849933
"HOXA7"	-1.5175579	0.0001814544
"206848_at"	1.8154940585	"5.44415400452974e-06"
"GABRG2"	287.4358036196	"1.18721845693138e-130"
"RASL10A"	68.0781464976	"3.66460428824901e-35"
"RNASE3"	156.5532986769	"1.01000817941421e-73"
"EPHA7"	330.788932663	"1.68908295785413e-149"
"MAP3K7"	10.9587880257	"4.35895257788659e-10"
"MAP3K7"	190.3880127318	"1.90714796030713e-88"
"HYAL2"	619.2556557185	"7.19007836848171e-275"
"LILRB5"	-2.4389236635	0.0004848952
"FKBP1B"	129.6247732875	"5.35684399226215e-62"
"HOXC6"	8.374781729	"6.16614530612611e-09"
"PAEP"	11.8641202569	"1.72632346037700e-10"
"MIOS"	76.6452211809	"6.66297954593835e-39"
"CGGBP1"	56.1647722252	"5.88705197569797e-30"
"ZNF254"	84.0216567981	"4.02588518815833e-42"
"HRK"	8.5488225261	"5.15685523585589e-09"
"HRK"	-7.8963771239	0.2602361736
"HRK"	374.6930851399	"1.39253366085362e-168"
"CDH4"	-3.4883351409	0.0015022276
"GCKR"	-4.5936100414	0.0050337871
"STARD8"	61.9208389895	"1.79424300776927e-32"
"CHAD"	-6.5494768861	0.0466229477
"PPARA"	52.3440860746	"2.75959609602554e-28"
"ELANE"	63.3618883229	"4.20936913040761e-33"
"SLC17A1"	531.6880087329	"8.18211283390315e-237"
"CA6"	43.120588873	"3.00813019347344e-24"
"206874_s_at"	-2.0083527389	0.0003060064
"SLK"	-7.8115615117	0.2306281995
"SIM1"	332.6037837586	"2.74627428855466e-150"
"MXD1"	79.4134428004	"4.12617006612436e-40"
"DAO"	242.1829198627	"5.64012113698378e-111"
"NRG2"	38.2860852579	"3.95424132565059e-22"
"P2RX6"	-7.6528362019	0.1853551616
"LILRA3"	16.7045573421	"1.23695927627090e-12"
"SLC1A6"	179.3292782063	"1.23621378624550e-83"
"GP9"	56.0126612447	"6.86132342032534e-30"
"SCEL"	57.5982307507	"1.39052557857852e-30"
"GH1"	155.0466727682	"4.57237580352913e-73"
"GH1"	-3.1098237422	0.0009974768
"CCBP2"	414.3872312033	"7.78828926501244e-186"
"ARHGDIG"	61.7194289725	"2.19732326844285e-32"
"206889_at"	-5.1265580322	0.009104079
"IL12RB1"	63.2935338998	"4.50902290336909e-33"
"ACTN3"	150.570952005	"4.05952371397799e-71"
"AMHR2"	182.9445187528	"3.30379282621343e-85"
"SALL1"	169.2733262184	"2.93823498311265e-79"
"APOA4"	36.9477629523	"1.52745816514608e-21"
"PPP1R3A"	678.4607472341	"1.33529057946654e-300"
"GNG7"	-8.0243655354	0.3144845727
"PAGE1"	38.8703972833	"2.19216654915116e-22"
"CDH19"	6.7041527382	"3.43793485659914e-08"
"NTSR2"	104.7747187146	"3.59373129846213e-51"
"ZNF253"	254.6531403015	"2.13062901587327e-116"
"C19orf57"	80.8819276528	"9.43514620846352e-41"
"EXOG"	536.2000058267	"8.9538768550635e-239"
"EXOG"	45.5063081641	"2.71286800627921e-25"
"MATN1"	253.761025366	"5.20519961612471e-116"
"MATN1"	253.4854112428	"6.85940694329878e-116"
